touch_id,lead_id,campaign_id,touch_date,response,treatment_group
P59775,L53656,CMP001,2025-12-21,Clicked,Treatment
P59776,L53658,CMP001,2025-12-26,Unsubscribed,Control
P59777,L53660,CMP001,2025-12-08,Clicked,Treatment
P59778,L53661,CMP001,2025-12-25,Opened,Treatment
P59779,L53663,CMP001,2025-12-08,Opened,Treatment
P59780,L53665,CMP001,2025-12-28,Clicked,Control
P59781,L53666,CMP001,2025-12-11,No Action,Control
P59782,L53667,CMP001,2025-12-29,No Action,Control
P59783,L53669,CMP001,2025-12-23,Replied,Treatment
P59784,L53672,CMP001,2025-12-21,Clicked,Treatment
P59785,L53673,CMP001,2026-01-01,Clicked,Treatment
P59786,L53675,CMP001,2025-12-10,No Action,Control
P59787,L53682,CMP001,2025-12-18,Replied,Treatment
P59788,L53683,CMP001,2025-12-30,No Action,Treatment
P59789,L53684,CMP001,2025-12-13,No Action,Control
P59790,L53685,CMP001,2025-12-16,No Action,Control
P59791,L53686,CMP001,2025-12-20,Clicked,Treatment
P59792,L53690,CMP001,2025-12-22,Opened,Treatment
P59793,L53692,CMP001,2026-01-01,No Action,Control
P59794,L53693,CMP001,2025-12-29,Opened,Treatment
P59795,L53694,CMP001,2025-12-17,No Action,Control
P59796,L53695,CMP001,2025-12-28,No Action,Control
P59797,L53697,CMP001,2025-12-15,No Action,Control
P59798,L53700,CMP001,2025-12-27,Opened,Treatment
P59799,L53701,CMP001,2025-12-14,No Action,Control
P59800,L53703,CMP001,2025-12-31,Clicked,Treatment
P59801,L53704,CMP001,2025-12-13,Opened,Treatment
P59802,L53705,CMP001,2025-12-15,No Action,Control
P59803,L53716,CMP001,2025-12-20,No Action,Control
P59804,L53718,CMP001,2025-12-31,No Action,Control
P59805,L53721,CMP001,2025-12-19,Replied,Control
P59806,L53724,CMP001,2025-12-08,Opened,Treatment
P59807,L53727,CMP001,2025-12-10,Clicked,Treatment
P59808,L53733,CMP001,2025-12-26,No Action,Control
P59809,L53734,CMP001,2025-12-14,No Action,Control
P59810,L53735,CMP001,2025-12-25,Replied,Treatment
P59811,L53743,CMP001,2025-12-19,Clicked,Treatment
P59812,L53747,CMP001,2025-12-19,Replied,Treatment
P59813,L53748,CMP001,2025-12-20,No Action,Control
P59814,L53749,CMP001,2025-12-19,Replied,Treatment
P59815,L53752,CMP001,2025-12-14,No Action,Control
P59816,L53757,CMP001,2025-12-26,Opened,Control
P59817,L53762,CMP001,2025-12-25,Unsubscribed,Treatment
P59818,L53765,CMP001,2025-12-19,No Action,Control
P59819,L53768,CMP001,2025-12-26,Opened,Control
P59820,L53769,CMP001,2025-12-15,No Action,Control
P59821,L53770,CMP001,2026-01-04,No Action,Control
P59822,L53771,CMP001,2025-12-24,No Action,Control
P59823,L53773,CMP001,2025-12-31,Replied,Treatment
P59824,L53774,CMP001,2025-12-13,Opened,Treatment
P59825,L53775,CMP001,2025-12-28,Opened,Treatment
P59826,L53777,CMP001,2025-12-26,No Action,Control
P59827,L53778,CMP001,2025-12-18,No Action,Treatment
P59828,L53780,CMP001,2025-12-22,Opened,Treatment
P59829,L53781,CMP001,2025-12-17,No Action,Control
P59830,L53783,CMP001,2026-01-05,Clicked,Treatment
P59831,L53784,CMP001,2025-12-24,Opened,Treatment
P59832,L53785,CMP001,2025-12-29,Opened,Treatment
P59833,L53786,CMP001,2025-12-12,Replied,Treatment
P59834,L53789,CMP001,2025-12-24,Replied,Treatment
P59835,L53790,CMP001,2026-01-06,No Action,Control
P59836,L53794,CMP001,2025-12-27,No Action,Control
P59837,L53795,CMP001,2025-12-29,Replied,Treatment
P59838,L53801,CMP001,2025-12-31,Opened,Control
P59839,L53802,CMP001,2026-01-07,No Action,Control
P59840,L53803,CMP001,2026-01-05,Opened,Control
P59841,L53805,CMP001,2025-12-13,No Action,Control
P59842,L53806,CMP001,2025-12-30,No Action,Control
P59843,L53808,CMP001,2026-01-06,Clicked,Control
P59844,L53811,CMP001,2025-12-28,Opened,Control
P59845,L53813,CMP001,2025-12-23,Opened,Control
P59846,L53816,CMP001,2026-01-02,Opened,Treatment
P59847,L53817,CMP001,2025-12-13,No Action,Control
P59848,L53818,CMP001,2025-12-30,Opened,Control
P59849,L53821,CMP001,2025-12-27,No Action,Treatment
P59850,L53823,CMP001,2026-01-01,No Action,Control
P59851,L53825,CMP001,2025-12-26,Opened,Control
P59852,L53826,CMP001,2025-12-19,Replied,Treatment
P59853,L53827,CMP001,2026-01-07,Opened,Control
P59854,L53828,CMP001,2025-12-16,Unsubscribed,Treatment
P59855,L53829,CMP001,2025-12-14,Replied,Treatment
P59856,L53830,CMP001,2025-12-19,Clicked,Control
P59857,L53832,CMP001,2026-01-04,No Action,Control
P59858,L53835,CMP001,2025-12-23,Clicked,Control
P59859,L53837,CMP001,2026-01-05,No Action,Control
P59860,L53838,CMP001,2026-01-08,No Action,Control
P59861,L53840,CMP001,2025-12-15,Replied,Treatment
P59862,L53842,CMP001,2026-01-01,Opened,Treatment
P59863,L53844,CMP001,2025-12-14,Opened,Control
P59864,L53846,CMP001,2025-12-14,Clicked,Treatment
P59865,L53847,CMP001,2025-12-28,Unsubscribed,Treatment
P59866,L53850,CMP001,2026-01-06,Clicked,Treatment
P59867,L53851,CMP001,2026-01-04,Clicked,Treatment
P59868,L53854,CMP001,2025-12-26,Replied,Treatment
P59869,L53859,CMP001,2025-12-31,Clicked,Treatment
P59870,L53862,CMP001,2025-12-16,Clicked,Control
P59871,L53863,CMP001,2026-01-04,Opened,Treatment
P59872,L53864,CMP001,2025-12-30,Opened,Treatment
P59873,L53865,CMP001,2026-01-01,Opened,Control
P59874,L53866,CMP001,2025-12-21,No Action,Control
P59875,L53867,CMP001,2025-12-31,No Action,Control
P59876,L53869,CMP001,2025-12-17,Clicked,Treatment
P59877,L53871,CMP001,2025-12-19,Opened,Control
P59878,L53877,CMP001,2026-01-04,Clicked,Control
P59879,L53878,CMP001,2025-12-31,No Action,Control
P59880,L53879,CMP001,2026-01-01,Opened,Treatment
P59881,L53880,CMP001,2025-12-17,Opened,Treatment
P59882,L53881,CMP001,2025-12-24,No Action,Control
P59883,L53883,CMP001,2026-01-08,No Action,Control
P59884,L53885,CMP001,2025-12-25,No Action,Control
P59885,L53887,CMP001,2026-01-02,Clicked,Treatment
P59886,L53888,CMP001,2026-01-02,No Action,Control
P59887,L53889,CMP001,2025-12-20,No Action,Control
P59888,L53894,CMP001,2025-12-18,Opened,Control
P59889,L53896,CMP001,2026-01-04,No Action,Treatment
P59890,L53899,CMP001,2026-01-01,Opened,Treatment
P59891,L53902,CMP001,2025-12-18,Replied,Treatment
P59892,L53905,CMP001,2025-12-25,No Action,Control
P59893,L53912,CMP001,2026-01-06,Clicked,Treatment
P59894,L53913,CMP001,2026-01-08,Replied,Treatment
P59895,L53914,CMP001,2026-01-04,No Action,Control
P59896,L53915,CMP001,2026-01-04,Clicked,Treatment
P59897,L53917,CMP001,2025-12-19,Opened,Control
P59898,L53919,CMP001,2026-01-04,No Action,Treatment
P59899,L53920,CMP001,2025-12-31,No Action,Control
P59900,L53922,CMP001,2025-12-20,Clicked,Treatment
P59901,L53923,CMP001,2025-12-21,No Action,Control
P59902,L53927,CMP001,2025-12-29,No Action,Control
P59903,L53929,CMP001,2025-12-26,No Action,Control
P59904,L53930,CMP001,2026-01-05,Opened,Treatment
P59905,L53933,CMP001,2026-01-10,Clicked,Treatment
P59906,L53935,CMP001,2025-12-31,Opened,Treatment
P59907,L53937,CMP001,2025-12-29,Clicked,Treatment
P59908,L53938,CMP001,2025-12-30,Replied,Treatment
P59909,L53939,CMP001,2026-01-08,Clicked,Treatment
P59910,L53940,CMP001,2026-01-09,No Action,Control
P59911,L53941,CMP001,2025-12-29,No Action,Treatment
P59912,L53943,CMP001,2025-12-29,Opened,Treatment
P59913,L53946,CMP001,2026-01-02,Opened,Treatment
P59914,L53947,CMP001,2026-01-13,Clicked,Treatment
P59915,L53950,CMP001,2025-12-30,No Action,Treatment
P59916,L53951,CMP001,2026-01-01,No Action,Control
P59917,L53954,CMP001,2025-12-21,No Action,Control
P59918,L53955,CMP001,2026-01-08,Opened,Control
P59919,L53956,CMP001,2025-12-25,No Action,Treatment
P59920,L53958,CMP001,2026-01-10,No Action,Treatment
P59921,L53959,CMP001,2026-01-09,No Action,Control
P59922,L53961,CMP001,2026-01-12,Unsubscribed,Treatment
P59923,L53962,CMP001,2026-01-04,Replied,Control
P59924,L53963,CMP001,2025-12-21,Unsubscribed,Control
P59925,L53964,CMP001,2025-12-22,No Action,Control
P59926,L53965,CMP001,2026-01-13,No Action,Control
P59927,L53966,CMP001,2025-12-20,Opened,Treatment
P59928,L53971,CMP001,2025-12-20,Opened,Control
P59929,L53974,CMP001,2025-12-27,No Action,Treatment
P59930,L53976,CMP001,2026-01-05,No Action,Control
P59931,L53978,CMP001,2026-01-03,No Action,Control
P59932,L53983,CMP001,2025-12-27,Clicked,Treatment
P59933,L53984,CMP001,2026-01-06,Opened,Control
P59934,L53989,CMP001,2026-01-15,No Action,Control
P59935,L53990,CMP001,2026-01-05,Clicked,Treatment
P59936,L53992,CMP001,2025-12-25,Clicked,Control
P59937,L53993,CMP001,2026-01-09,No Action,Control
P59938,L53994,CMP001,2025-12-30,No Action,Treatment
P59939,L53996,CMP001,2026-01-15,Clicked,Treatment
P59940,L54003,CMP001,2025-12-27,Replied,Treatment
P59941,L54006,CMP001,2026-01-05,Opened,Treatment
P59942,L54009,CMP001,2026-01-06,Opened,Control
P59943,L54012,CMP001,2026-01-05,No Action,Control
P59944,L54013,CMP001,2025-12-23,No Action,Control
P59945,L54016,CMP001,2025-12-29,Unsubscribed,Treatment
P59946,L54017,CMP001,2026-01-08,Replied,Treatment
P59947,L54019,CMP001,2025-12-26,No Action,Treatment
P59948,L54021,CMP001,2026-01-11,No Action,Treatment
P59949,L54023,CMP001,2026-01-12,Opened,Treatment
P59950,L54024,CMP001,2025-12-24,Opened,Treatment
P59951,L54025,CMP001,2025-12-27,Clicked,Control
P59952,L54028,CMP001,2026-01-10,No Action,Control
P59953,L54029,CMP001,2026-01-14,Clicked,Treatment
P59954,L54031,CMP001,2026-01-08,Opened,Control
P59955,L54035,CMP001,2026-01-14,Replied,Control
P59956,L54041,CMP001,2026-01-09,Replied,Treatment
P59957,L54042,CMP001,2026-01-01,Replied,Control
P59958,L54043,CMP001,2025-12-25,No Action,Control
P59959,L54044,CMP001,2026-01-09,Opened,Treatment
P59960,L54045,CMP001,2026-01-17,No Action,Control
P59961,L54047,CMP001,2026-01-05,No Action,Control
P59962,L54049,CMP001,2026-01-16,No Action,Treatment
P59963,L54051,CMP001,2026-01-01,No Action,Treatment
P59964,L54053,CMP001,2026-01-10,No Action,Treatment
P59965,L54054,CMP001,2025-12-25,Opened,Treatment
P59966,L54055,CMP001,2026-01-09,Opened,Treatment
P59967,L54058,CMP001,2026-01-04,Replied,Treatment
P59968,L54061,CMP001,2025-12-28,No Action,Control
P59969,L54064,CMP001,2026-01-13,No Action,Treatment
P59970,L54065,CMP001,2025-12-29,No Action,Control
P59971,L54068,CMP001,2026-01-15,Opened,Control
P59972,L54069,CMP001,2026-01-18,Opened,Treatment
P59973,L54071,CMP001,2025-12-30,No Action,Control
P59974,L54073,CMP001,2026-01-07,No Action,Treatment
P59975,L54075,CMP001,2026-01-18,Opened,Treatment
P59976,L54080,CMP001,2026-01-01,No Action,Control
P59977,L54085,CMP001,2026-01-16,No Action,Control
P59978,L54087,CMP001,2026-01-14,Opened,Control
P59979,L54088,CMP001,2026-01-04,Clicked,Control
P59980,L54090,CMP001,2026-01-15,Opened,Treatment
P59981,L54093,CMP001,2025-12-30,Clicked,Treatment
P59982,L54095,CMP001,2026-01-09,Replied,Treatment
P59983,L54096,CMP001,2026-01-01,Clicked,Control
P59984,L54099,CMP001,2026-01-08,No Action,Control
P59985,L54101,CMP001,2025-12-27,No Action,Control
P59986,L54104,CMP001,2026-01-05,Clicked,Treatment
P59987,L54106,CMP001,2025-12-27,Opened,Control
P59988,L54108,CMP001,2026-01-16,Opened,Control
P59989,L54115,CMP001,2026-01-16,Opened,Treatment
P59990,L54116,CMP001,2026-01-15,Unsubscribed,Treatment
P59991,L54117,CMP001,2026-01-13,Opened,Control
P59992,L54120,CMP001,2026-01-17,Clicked,Treatment
P59993,L54122,CMP001,2026-01-17,No Action,Control
P59994,L54123,CMP001,2026-01-05,Opened,Treatment
P59995,L54125,CMP001,2026-01-19,No Action,Control
P59996,L54129,CMP001,2025-12-29,Opened,Treatment
P59997,L54130,CMP001,2026-01-14,Clicked,Control
P59998,L54140,CMP001,2026-01-13,No Action,Control
P59999,L54142,CMP001,2025-12-29,Opened,Control
P60000,L54143,CMP001,2026-01-16,No Action,Control
P60001,L54145,CMP001,2026-01-10,Replied,Control
P60002,L54146,CMP001,2026-01-13,Clicked,Treatment
P60003,L54148,CMP001,2026-01-18,No Action,Control
P60004,L54150,CMP001,2026-01-05,No Action,Treatment
P60005,L54153,CMP001,2026-01-05,Replied,Treatment
P60006,L54154,CMP001,2026-01-07,Clicked,Treatment
P60007,L54157,CMP001,2025-12-31,Clicked,Control
P60008,L54159,CMP001,2026-01-03,Opened,Control
P60009,L54160,CMP001,2026-01-04,No Action,Control
P60010,L54164,CMP001,2026-01-13,No Action,Treatment
P60011,L54165,CMP001,2026-01-08,No Action,Treatment
P60012,L54167,CMP001,2025-12-28,Opened,Treatment
P60013,L54168,CMP001,2026-01-17,Opened,Treatment
P60014,L54170,CMP001,2026-01-10,Opened,Control
P60015,L54171,CMP001,2026-01-15,No Action,Control
P60016,L54172,CMP001,2026-01-02,No Action,Treatment
P60017,L54173,CMP001,2026-01-10,No Action,Control
P60018,L54174,CMP001,2026-01-08,No Action,Control
P60019,L54176,CMP001,2026-01-21,No Action,Control
P60020,L54177,CMP001,2026-01-20,Replied,Control
P60021,L54178,CMP001,2026-01-03,No Action,Treatment
P60022,L54179,CMP001,2026-01-02,No Action,Control
P60023,L54181,CMP001,2026-01-06,Opened,Treatment
P60024,L54183,CMP001,2026-01-15,Replied,Treatment
P60025,L54188,CMP001,2026-01-10,Opened,Treatment
P60026,L54189,CMP001,2026-01-01,Opened,Control
P60027,L54190,CMP001,2026-01-19,Opened,Treatment
P60028,L54193,CMP001,2026-01-17,Opened,Treatment
P60029,L54196,CMP001,2026-01-19,No Action,Control
P60030,L54199,CMP001,2026-01-20,Replied,Control
P60031,L54203,CMP001,2025-12-31,Opened,Treatment
P60032,L54204,CMP001,2026-01-13,No Action,Control
P60033,L54207,CMP001,2025-12-30,Clicked,Treatment
P60034,L54208,CMP001,2026-01-24,No Action,Treatment
P60035,L54210,CMP001,2026-01-19,Unsubscribed,Treatment
P60036,L54215,CMP001,2026-01-15,No Action,Treatment
P60037,L54219,CMP001,2026-01-04,Replied,Treatment
P60038,L54220,CMP001,2026-01-23,No Action,Treatment
P60039,L54221,CMP001,2026-01-18,Clicked,Control
P60040,L54223,CMP001,2026-01-12,Replied,Treatment
P60041,L54225,CMP001,2026-01-21,No Action,Treatment
P60042,L54229,CMP001,2026-01-04,Clicked,Treatment
P60043,L54230,CMP001,2026-01-24,Opened,Control
P60044,L54231,CMP001,2026-01-25,No Action,Treatment
P60045,L54233,CMP001,2026-01-14,No Action,Control
P60046,L54234,CMP001,2026-01-14,Replied,Treatment
P60047,L54236,CMP001,2026-01-20,No Action,Control
P60048,L54238,CMP001,2026-01-06,No Action,Control
P60049,L54241,CMP001,2026-01-02,No Action,Control
P60050,L54245,CMP001,2026-01-24,No Action,Treatment
P60051,L54246,CMP001,2026-01-16,Clicked,Treatment
P60052,L54247,CMP001,2026-01-10,Clicked,Treatment
P60053,L54251,CMP001,2026-01-19,No Action,Control
P60054,L54253,CMP001,2026-01-05,Unsubscribed,Control
P60055,L54259,CMP001,2026-01-15,No Action,Control
P60056,L54261,CMP001,2026-01-23,Opened,Treatment
P60057,L54264,CMP001,2026-01-10,No Action,Control
P60058,L54265,CMP001,2026-01-17,Unsubscribed,Treatment
P60059,L54269,CMP001,2026-01-16,Opened,Treatment
P60060,L54271,CMP001,2026-01-10,Opened,Control
P60061,L54272,CMP001,2026-01-10,Replied,Treatment
P60062,L54274,CMP001,2026-01-20,Opened,Treatment
P60063,L54275,CMP001,2026-01-14,Replied,Treatment
P60064,L54277,CMP001,2026-01-16,Clicked,Treatment
P60065,L54281,CMP001,2026-01-13,Opened,Treatment
P60066,L54283,CMP001,2026-01-16,No Action,Control
P60067,L54284,CMP001,2026-01-06,Opened,Treatment
P60068,L54286,CMP001,2026-01-23,Opened,Control
P60069,L54288,CMP001,2026-01-07,No Action,Treatment
P60070,L54290,CMP001,2026-01-14,Clicked,Treatment
P60071,L54291,CMP001,2026-01-14,Opened,Treatment
P60072,L54293,CMP001,2026-01-19,Opened,Control
P60073,L54295,CMP001,2026-01-18,No Action,Control
P60074,L54296,CMP001,2026-01-07,Replied,Treatment
P60075,L54298,CMP001,2026-01-07,Opened,Control
P60076,L54299,CMP001,2026-01-05,No Action,Control
P60077,L54301,CMP001,2026-01-24,Clicked,Treatment
P60078,L54303,CMP001,2026-01-23,Opened,Treatment
P60079,L54305,CMP001,2026-01-17,Opened,Treatment
P60080,L54306,CMP001,2026-01-25,Unsubscribed,Control
P60081,L54310,CMP001,2026-01-10,Replied,Treatment
P60082,L54311,CMP001,2026-01-20,No Action,Control
P60083,L54312,CMP001,2026-01-21,Opened,Control
P60084,L54313,CMP001,2026-01-20,No Action,Treatment
P60085,L54315,CMP001,2026-01-08,Clicked,Treatment
P60086,L54316,CMP001,2026-01-09,Unsubscribed,Treatment
P60087,L54318,CMP001,2026-01-28,No Action,Treatment
P60088,L54319,CMP001,2026-01-20,No Action,Control
P60089,L54320,CMP001,2026-01-16,Unsubscribed,Control
P60090,L54324,CMP001,2026-01-08,Clicked,Treatment
P60091,L54325,CMP001,2026-01-08,Opened,Treatment
P60092,L54326,CMP001,2026-01-25,No Action,Treatment
P60093,L54329,CMP001,2026-01-28,No Action,Control
P60094,L54338,CMP001,2026-01-07,No Action,Treatment
P60095,L54342,CMP001,2026-01-15,Opened,Control
P60096,L54343,CMP001,2026-01-25,Opened,Control
P60097,L54345,CMP001,2026-01-29,Replied,Treatment
P60098,L54346,CMP001,2026-01-07,Opened,Treatment
P60099,L54348,CMP001,2026-01-06,Replied,Treatment
P60100,L54350,CMP001,2026-01-09,Replied,Treatment
P60101,L54355,CMP001,2026-01-12,Replied,Treatment
P60102,L54356,CMP001,2026-01-09,Opened,Control
P60103,L54357,CMP001,2026-01-14,No Action,Control
P60104,L54359,CMP001,2026-01-29,No Action,Treatment
P60105,L54360,CMP001,2026-01-16,Opened,Treatment
P60106,L54361,CMP001,2026-01-25,No Action,Control
P60107,L54362,CMP001,2026-01-28,No Action,Control
P60108,L54365,CMP001,2026-01-26,No Action,Control
P60109,L54370,CMP001,2026-01-18,No Action,Control
P60110,L54379,CMP001,2026-01-13,No Action,Control
P60111,L54380,CMP001,2026-01-22,No Action,Treatment
P60112,L54382,CMP001,2026-01-12,Opened,Control
P60113,L54383,CMP001,2026-01-16,No Action,Control
P60114,L54384,CMP001,2026-01-23,No Action,Treatment
P60115,L54387,CMP001,2026-01-08,Unsubscribed,Treatment
P60116,L54389,CMP001,2026-01-18,Replied,Control
P60117,L54390,CMP001,2026-01-25,Clicked,Treatment
P60118,L54392,CMP001,2026-01-18,No Action,Control
P60119,L54395,CMP001,2026-01-21,No Action,Treatment
P60120,L54396,CMP001,2026-01-25,Clicked,Treatment
P60121,L54397,CMP001,2026-01-17,No Action,Control
P60122,L54398,CMP001,2026-01-19,Opened,Treatment
P60123,L54399,CMP001,2026-01-16,No Action,Control
P60124,L54402,CMP001,2026-01-07,Clicked,Control
P60125,L54403,CMP001,2026-01-31,No Action,Control
P60126,L54406,CMP001,2026-01-19,Clicked,Treatment
P60127,L54408,CMP001,2026-01-23,Clicked,Treatment
P60128,L54409,CMP001,2026-01-11,No Action,Control
P60129,L54413,CMP001,2026-01-22,No Action,Control
P60130,L54417,CMP001,2026-01-24,No Action,Control
P60131,L54419,CMP001,2026-01-18,Unsubscribed,Control
P60132,L54422,CMP001,2026-02-02,Replied,Control
P60133,L54424,CMP001,2026-01-20,Clicked,Treatment
P60134,L54425,CMP001,2026-01-27,No Action,Control
P60135,L54426,CMP001,2026-02-01,Opened,Treatment
P60136,L54428,CMP001,2026-01-30,Opened,Treatment
P60137,L54433,CMP001,2026-01-31,No Action,Treatment
P60138,L54437,CMP001,2026-01-18,No Action,Control
P60139,L54441,CMP001,2026-01-20,Opened,Treatment
P60140,L54442,CMP001,2026-01-20,Opened,Treatment
P60141,L54448,CMP001,2026-01-14,No Action,Control
P60142,L54449,CMP001,2026-01-11,Clicked,Treatment
P60143,L54450,CMP001,2026-02-04,Unsubscribed,Treatment
P60144,L54451,CMP001,2026-01-12,Clicked,Treatment
P60145,L54457,CMP001,2026-01-31,No Action,Control
P60146,L54461,CMP001,2026-01-24,Opened,Control
P60147,L54462,CMP001,2026-01-23,Opened,Treatment
P60148,L54464,CMP001,2026-01-25,No Action,Control
P60149,L54471,CMP001,2026-01-25,Opened,Treatment
P60150,L54472,CMP001,2026-01-11,Unsubscribed,Treatment
P60151,L54473,CMP001,2026-01-11,No Action,Control
P60152,L54475,CMP001,2026-01-23,Replied,Treatment
P60153,L54481,CMP001,2026-01-24,No Action,Control
P60154,L54483,CMP001,2026-02-04,No Action,Control
P60155,L54484,CMP001,2026-01-19,Replied,Treatment
P60156,L54485,CMP001,2026-01-31,No Action,Control
P60157,L54487,CMP001,2026-01-22,Opened,Control
P60158,L54488,CMP001,2026-01-29,No Action,Control
P60159,L54491,CMP001,2026-01-22,Clicked,Treatment
P60160,L54492,CMP001,2026-01-17,No Action,Treatment
P60161,L54496,CMP001,2026-01-16,Replied,Treatment
P60162,L54499,CMP001,2026-01-30,Opened,Treatment
P60163,L54501,CMP001,2026-02-01,Opened,Control
P60164,L54502,CMP001,2026-01-21,No Action,Control
P60165,L54504,CMP001,2026-01-26,No Action,Treatment
P60166,L54508,CMP001,2026-01-20,Opened,Treatment
P60167,L54509,CMP001,2026-01-22,No Action,Control
P60168,L54513,CMP001,2026-01-20,Clicked,Control
P60169,L54515,CMP001,2026-01-24,Clicked,Control
P60170,L54516,CMP001,2026-01-15,Clicked,Treatment
P60171,L54517,CMP001,2026-01-23,Opened,Control
P60172,L54518,CMP001,2026-01-20,Opened,Treatment
P60173,L54520,CMP001,2026-01-20,No Action,Control
P60174,L54521,CMP001,2026-02-02,Replied,Treatment
P60175,L54524,CMP001,2026-02-06,Clicked,Treatment
P60176,L54525,CMP001,2026-01-27,No Action,Control
P60177,L54526,CMP001,2026-02-04,Clicked,Control
P60178,L54527,CMP001,2026-01-14,No Action,Control
P60179,L54529,CMP001,2026-01-21,Unsubscribed,Treatment
P60180,L54530,CMP001,2026-01-26,Opened,Treatment
P60181,L54531,CMP001,2026-01-15,Opened,Treatment
P60182,L54532,CMP001,2026-01-19,No Action,Control
P60183,L54533,CMP001,2026-02-06,No Action,Treatment
P60184,L54534,CMP001,2026-01-27,No Action,Control
P60185,L54537,CMP001,2026-01-21,Opened,Treatment
P60186,L54540,CMP001,2026-02-06,No Action,Control
P60187,L54542,CMP001,2026-02-04,Clicked,Treatment
P60188,L54544,CMP001,2026-01-21,Clicked,Treatment
P60189,L54546,CMP001,2026-01-20,Replied,Treatment
P60190,L54551,CMP001,2026-01-30,Clicked,Control
P60191,L54554,CMP001,2026-01-29,No Action,Control
P60192,L54555,CMP001,2026-01-17,No Action,Treatment
P60193,L54557,CMP001,2026-01-17,Opened,Treatment
P60194,L54558,CMP001,2026-01-23,No Action,Control
P60195,L54559,CMP001,2026-01-13,No Action,Control
P60196,L54560,CMP001,2026-01-18,Clicked,Treatment
P60197,L54561,CMP001,2026-01-21,Opened,Control
P60198,L54563,CMP001,2026-01-16,Opened,Treatment
P60199,L54564,CMP001,2026-02-04,No Action,Treatment
P60200,L54565,CMP001,2026-01-25,No Action,Control
P60201,L54566,CMP001,2026-02-01,Opened,Treatment
P60202,L54568,CMP001,2026-01-31,No Action,Control
P60203,L54569,CMP001,2026-01-30,No Action,Control
P60204,L54570,CMP001,2026-01-16,No Action,Treatment
P60205,L54572,CMP001,2026-01-25,No Action,Control
P60206,L54573,CMP001,2026-01-31,Opened,Control
P60207,L54574,CMP001,2026-02-04,No Action,Control
P60208,L54576,CMP001,2026-02-06,No Action,Treatment
P60209,L54578,CMP001,2026-01-26,Opened,Control
P60210,L54580,CMP001,2026-01-14,Opened,Treatment
P60211,L54581,CMP001,2026-01-28,Clicked,Treatment
P60212,L54585,CMP001,2026-01-21,No Action,Treatment
P60213,L54592,CMP001,2026-01-29,Unsubscribed,Control
P60214,L54594,CMP001,2026-02-02,No Action,Control
P60215,L54597,CMP001,2026-02-01,No Action,Control
P60216,L54598,CMP001,2026-01-24,Opened,Treatment
P60217,L54599,CMP001,2026-01-31,No Action,Control
P60218,L54600,CMP001,2026-01-27,Replied,Treatment
P60219,L54601,CMP001,2026-01-17,No Action,Control
P60220,L54602,CMP001,2026-01-19,Clicked,Treatment
P60221,L54603,CMP001,2026-01-21,Replied,Treatment
P60222,L54604,CMP001,2026-02-06,Opened,Treatment
P60223,L54605,CMP001,2026-01-26,Opened,Treatment
P60224,L54610,CMP001,2026-02-09,Unsubscribed,Control
P60225,L54611,CMP001,2026-02-08,No Action,Treatment
P60226,L54612,CMP001,2026-01-23,Replied,Treatment
P60227,L54615,CMP001,2026-02-05,Opened,Treatment
P60228,L54617,CMP001,2026-01-15,No Action,Control
P60229,L54619,CMP001,2026-02-02,No Action,Control
P60230,L54625,CMP001,2026-01-26,Unsubscribed,Control
P60231,L54627,CMP001,2026-02-03,Replied,Treatment
P60232,L54628,CMP001,2026-02-01,No Action,Treatment
P60233,L54631,CMP001,2026-02-02,Replied,Treatment
P60234,L54636,CMP001,2026-01-25,No Action,Control
P60235,L54641,CMP001,2026-01-25,Opened,Treatment
P60236,L54642,CMP001,2026-01-22,Clicked,Treatment
P60237,L54646,CMP001,2026-01-23,Opened,Control
P60238,L54648,CMP001,2026-01-21,No Action,Control
P60239,L54649,CMP001,2026-02-02,Opened,Treatment
P60240,L54651,CMP001,2026-01-23,No Action,Control
P60241,L54659,CMP001,2026-01-31,Clicked,Treatment
P60242,L54661,CMP001,2026-01-22,Clicked,Treatment
P60243,L54662,CMP001,2026-02-07,No Action,Control
P60244,L54666,CMP001,2026-01-23,No Action,Treatment
P60245,L54671,CMP001,2026-02-10,Unsubscribed,Treatment
P60246,L54673,CMP001,2026-01-30,Clicked,Treatment
P60247,L54676,CMP001,2026-01-27,Opened,Treatment
P60248,L54677,CMP001,2026-01-18,No Action,Control
P60249,L54680,CMP001,2026-01-21,No Action,Treatment
P60250,L54684,CMP001,2026-01-22,No Action,Control
P60251,L54686,CMP001,2026-01-25,Opened,Treatment
P60252,L54687,CMP001,2026-02-09,Clicked,Control
P60253,L54690,CMP001,2026-01-21,Opened,Treatment
P60254,L54692,CMP001,2026-02-02,Opened,Treatment
P60255,L54694,CMP001,2026-02-09,Opened,Treatment
P60256,L54696,CMP001,2026-01-31,Clicked,Treatment
P60257,L54698,CMP001,2026-02-10,No Action,Control
P60258,L54700,CMP001,2026-01-21,Clicked,Treatment
P60259,L54701,CMP001,2026-02-06,No Action,Control
P60260,L54702,CMP001,2026-02-12,No Action,Control
P60261,L54703,CMP001,2026-01-28,No Action,Control
P60262,L54707,CMP001,2026-01-28,No Action,Control
P60263,L54709,CMP001,2026-01-25,Replied,Treatment
P60264,L54712,CMP001,2026-01-27,Opened,Treatment
P60265,L54713,CMP001,2026-02-13,No Action,Control
P60266,L54726,CMP001,2026-01-22,Opened,Control
