activity_id,lead_id,activity_date,activity_type,channel,outcome
T231431,L50195,2025-08-05,Website Visit,In-person,Neutral
T231432,L50195,2025-07-17,Meeting,Phone,Negative
T231433,L50195,2025-08-09,Meeting,In-person,Neutral
T231434,L50196,2025-07-04,Call,Phone,No Response
T231435,L50196,2025-08-23,Website Visit,Phone,Neutral
T231436,L50196,2025-08-21,Meeting,Email,Positive
T231437,L50196,2025-08-12,Website Visit,In-person,No Response
T231438,L50196,2025-09-25,Demo,LinkedIn,Neutral
T231439,L50197,2025-06-27,Meeting,In-person,Neutral
T231440,L50197,2025-07-13,Email,In-person,Positive
T231441,L50197,2025-08-26,Demo,In-person,No Response
T231442,L50197,2025-09-19,Meeting,LinkedIn,Neutral
T231443,L50197,2025-09-10,Website Visit,Phone,Positive
T231444,L50197,2025-07-28,Website Visit,Phone,Negative
T231445,L50197,2025-10-03,Meeting,LinkedIn,Neutral
T231446,L50198,2025-07-16,Email,In-person,Neutral
T231447,L50198,2025-08-17,Website Visit,In-person,Neutral
T231448,L50198,2025-06-29,Demo,Phone,Negative
T231449,L50198,2025-08-21,Website Visit,In-person,Positive
T231450,L50198,2025-10-01,Meeting,LinkedIn,Neutral
T231451,L50198,2025-09-01,Email,Phone,No Response
T231452,L50198,2025-08-29,Website Visit,In-person,Neutral
T231453,L50198,2025-07-15,Meeting,Phone,Neutral
T231454,L50199,2025-10-21,Call,In-person,Negative
T231455,L50199,2025-07-03,Meeting,In-person,Neutral
T231456,L50199,2025-09-28,Call,Email,Negative
T231457,L50199,2025-08-22,Email,In-person,No Response
T231458,L50199,2025-07-12,Demo,In-person,Neutral
T231459,L50199,2025-09-02,Call,In-person,Positive
T231460,L50199,2025-08-17,Email,LinkedIn,Negative
T231461,L50199,2025-07-09,Email,In-person,Positive
T231462,L50199,2025-09-11,Demo,Email,Positive
T231463,L50199,2025-10-06,Demo,In-person,Positive
T231464,L50200,2025-10-10,Call,Email,No Response
T231465,L50200,2025-10-20,Email,In-person,Positive
T231466,L50200,2025-08-16,Website Visit,LinkedIn,No Response
T231467,L50200,2025-09-08,Meeting,In-person,Neutral
T231468,L50201,2025-07-06,Demo,LinkedIn,Positive
T231469,L50201,2025-10-04,Email,LinkedIn,Neutral
T231470,L50201,2025-10-18,Call,LinkedIn,Neutral
T231471,L50201,2025-09-11,Email,Email,Positive
T231472,L50202,2025-10-07,Demo,In-person,No Response
T231473,L50202,2025-07-27,Call,Phone,No Response
T231474,L50202,2025-07-17,Website Visit,Email,Neutral
T231475,L50202,2025-09-14,Call,Phone,Negative
T231476,L50202,2025-07-25,Demo,In-person,Neutral
T231477,L50202,2025-08-19,Website Visit,Email,Positive
T231478,L50202,2025-07-22,Call,Email,No Response
T231479,L50202,2025-09-08,Email,Phone,Neutral
T231480,L50202,2025-09-02,Demo,Phone,Negative
T231481,L50202,2025-10-18,Email,LinkedIn,No Response
T231482,L50202,2025-07-30,Meeting,LinkedIn,No Response
T231483,L50203,2025-10-21,Meeting,LinkedIn,Neutral
T231484,L50203,2025-09-28,Email,In-person,No Response
T231485,L50203,2025-09-02,Demo,In-person,Positive
T231486,L50203,2025-10-05,Meeting,In-person,Negative
T231487,L50203,2025-07-23,Website Visit,Phone,Negative
T231488,L50204,2025-07-21,Meeting,LinkedIn,Neutral
T231489,L50204,2025-07-02,Website Visit,Email,Positive
T231490,L50204,2025-09-20,Meeting,Email,Positive
T231491,L50205,2025-07-18,Demo,Phone,Negative
T231492,L50205,2025-08-21,Meeting,LinkedIn,Neutral
T231493,L50205,2025-08-07,Call,Email,No Response
T231494,L50205,2025-07-10,Meeting,LinkedIn,Positive
T231495,L50205,2025-07-01,Email,LinkedIn,Positive
T231496,L50205,2025-10-19,Website Visit,Email,Positive
T231497,L50206,2025-07-28,Demo,Phone,Negative
T231498,L50206,2025-09-20,Website Visit,Email,No Response
T231499,L50206,2025-09-01,Email,Email,Negative
T231500,L50206,2025-07-22,Call,In-person,Neutral
T231501,L50206,2025-08-05,Email,Phone,No Response
T231502,L50206,2025-07-25,Call,In-person,Positive
T231503,L50206,2025-09-04,Demo,In-person,No Response
T231504,L50206,2025-09-03,Website Visit,Email,No Response
T231505,L50206,2025-07-28,Demo,Email,No Response
T231506,L50207,2025-09-15,Email,LinkedIn,Neutral
T231507,L50207,2025-10-14,Demo,Email,Neutral
T231508,L50207,2025-08-11,Website Visit,In-person,Negative
T231509,L99999,2025-07-20,Call,LinkedIn,Negative
T231510,L50207,2025-09-21,Email,In-person,Positive
T231511,L50208,2025-07-22,Meeting,LinkedIn,No Response
T231512,L50208,2025-09-21,Demo,Phone,Neutral
T231513,L50209,2025-08-22,Meeting,Email,Positive
T231514,L50209,2025-10-08,Meeting,In-person,Positive
T231515,L50209,2025-08-31,Demo,In-person,No Response
T231516,L50209,2025-09-22,Email,Email,No Response
T231517,L50209,2025-10-06,Email,Email,Positive
T231518,L50209,2025-10-09,Email,In-person,Negative
T231519,L50210,2025-09-30,Meeting,In-person,Neutral
T231520,L50210,2025-07-27,Email,Phone,Neutral
T231521,L50210,2025-07-13,Call,LinkedIn,No Response
T231522,L50210,2025-08-10,Website Visit,Phone,Positive
T231523,L50210,2025-10-14,Demo,LinkedIn,Neutral
T231524,L50211,2025-09-20,Call,Phone,No Response
T231525,L50211,2025-07-17,Call,LinkedIn,No Response
T231526,L50211,2025-08-11,Call,LinkedIn,Positive
T231527,L50211,2025-08-02,Demo,In-person,No Response
T231528,L50212,2025-10-05,Call,Email,Positive
T231529,L50212,2025-07-10,Call,Phone,No Response
T231530,L50212,2025-07-17,Website Visit,Email,Negative
T231531,L50212,2025-09-24,Demo,Phone,Neutral
T231532,L50212,2025-08-10,Demo,LinkedIn,Neutral
T231533,L50212,2025-07-02,Website Visit,In-person,No Response
T231534,L50212,2025-07-20,Meeting,LinkedIn,Positive
T231535,L50212,2025-07-30,Call,Phone,Positive
T231536,L50212,2025-09-06,Meeting,LinkedIn,Positive
T231537,L50213,2025-09-22,Email,Phone,Positive
T231538,L50213,2025-10-15,Email,In-person,Neutral
T231539,L50213,2025-09-24,Email,Phone,No Response
T231540,L50214,2025-07-10,Call,Phone,Negative
T231541,L50214,2025-08-17,Call,In-person,Negative
T231542,L50214,2025-08-23,Demo,LinkedIn,Neutral
T231543,L50215,2025-09-06,Call,LinkedIn,Neutral
T231544,L50215,2025-07-05,Website Visit,In-person,No Response
T231545,L50215,2025-07-07,Demo,Email,Positive
T231546,L50215,2025-07-30,Call,Phone,Neutral
T231547,L50215,2025-09-21,Website Visit,In-person,Positive
T231548,L50215,2025-08-16,Demo,Phone,No Response
T231549,L50215,2025-09-12,Call,Email,No Response
T231550,L50216,2025-09-20,Demo,LinkedIn,No Response
T231551,L50216,2025-10-02,Meeting,In-person,Negative
T231552,L50216,2025-06-27,Demo,Email,No Response
T231553,L50216,2025-09-27,Demo,Email,No Response
T231554,L50216,2025-10-09,Email,LinkedIn,No Response
T231555,L50217,2025-07-13,Meeting,In-person,Positive
T231556,L50217,2025-07-09,Website Visit,Email,Positive
T231557,L50217,2025-10-08,Meeting,Phone,Positive
T231558,L50217,2025-07-06,Demo,Phone,Positive
T231559,L50217,2025-09-05,Demo,In-person,Positive
T231560,L50217,2025-08-25,Meeting,Email,Positive
T231561,L50218,2025-06-30,Demo,In-person,Negative
T231562,L50218,2025-08-20,Call,In-person,Positive
T231563,L50218,2025-08-20,Email,Phone,No Response
T231564,L50218,2025-09-22,Demo,Email,Negative
T231565,L50219,2025-09-26,Email,LinkedIn,Neutral
T231566,L50219,2025-07-24,Call,Email,Negative
T231567,L50219,2025-09-06,Call,In-person,No Response
T231568,L50219,2025-08-01,Call,LinkedIn,Positive
T231569,L50220,2025-07-07,Meeting,LinkedIn,Positive
T231570,L50220,2025-07-18,Demo,In-person,Positive
T231571,L50221,2025-08-23,Demo,Email,No Response
T231572,L50221,2025-10-15,Demo,LinkedIn,Neutral
T231573,L50221,2025-09-24,Website Visit,LinkedIn,Neutral
T231574,L50221,2025-08-06,Meeting,LinkedIn,Positive
T231575,L50221,2025-08-28,Website Visit,Phone,Neutral
T231576,L50221,2025-10-23,Meeting,In-person,Positive
T231577,L50222,2025-09-04,Call,LinkedIn,Negative
T231578,L50222,2025-09-18,Email,Email,Neutral
T231579,L50222,2025-08-23,Website Visit,Phone,Positive
T231580,L50222,2025-09-03,Meeting,LinkedIn,Negative
T231581,L50222,2025-09-21,Meeting,Email,Positive
T231582,L50222,2025-07-10,Call,LinkedIn,Negative
T231583,L50223,2025-08-30,Demo,In-person,Positive
T231584,L50223,2025-06-29,Meeting,In-person,Neutral
T231585,L50223,2025-08-17,Meeting,Email,Positive
T231586,L50223,2025-10-07,Demo,In-person,Positive
T231587,L50224,2025-07-08,Meeting,Email,Positive
T231588,L50224,2025-07-19,Website Visit,In-person,Positive
T231589,L50224,2025-08-29,Demo,In-person,Neutral
T231590,L50224,2025-06-28,Demo,In-person,Negative
T231591,L50225,2025-10-24,Meeting,LinkedIn,Neutral
T231592,L50225,2025-07-15,Email,Email,Neutral
T231593,L50225,2025-07-23,Website Visit,In-person,Positive
T231594,L50226,2025-08-09,Website Visit,LinkedIn,Negative
T231595,L50226,2025-10-16,Email,Phone,Negative
T231596,L50226,2025-08-25,Email,Phone,Positive
T231597,L50226,2025-10-26,Demo,LinkedIn,Negative
T231598,L50226,2025-10-03,Website Visit,Phone,Neutral
T231599,L50227,2025-08-05,Email,In-person,Positive
T231600,L50227,2025-09-10,Meeting,LinkedIn,Neutral
T231601,L50227,2025-07-10,Website Visit,Phone,No Response
T231602,L50227,2025-07-07,Call,Phone,Neutral
T231603,L50227,2025-08-27,Email,Phone,Positive
T231604,L50227,2025-10-10,Call,Email,Neutral
T231605,L50228,2025-10-23,Meeting,In-person,Negative
T231606,L50228,2025-07-21,Demo,In-person,Positive
T231607,L50228,2025-10-13,Call,LinkedIn,Neutral
T231608,L50228,2025-09-02,Call,Phone,Positive
T231609,L50229,2025-09-12,Meeting,Email,Positive
T231610,L50229,2025-08-04,Meeting,Phone,Negative
T231611,L50229,2025-08-30,Meeting,Phone,No Response
T231612,L50230,2025-08-28,Website Visit,Phone,Positive
T231613,L50230,2025-09-25,Website Visit,Phone,Neutral
T231614,L50230,2025-10-18,Demo,Phone,No Response
T231615,L50230,2025-10-20,Demo,LinkedIn,Negative
T231616,L50231,2025-10-06,Website Visit,LinkedIn,No Response
T231617,L50231,2025-07-06,Demo,In-person,Neutral
T231618,L50231,2025-09-24,Website Visit,Email,Positive
T231619,L50232,2025-09-29,Website Visit,Email,Positive
T231620,L50232,2025-08-26,Call,Email,No Response
T231621,L50232,2025-10-01,Website Visit,Phone,No Response
T231622,L50232,2025-08-14,Demo,In-person,Neutral
T231623,L50232,2025-07-08,Email,Phone,No Response
T231624,L50232,2025-07-23,Demo,Email,Neutral
T231625,L50232,2025-10-25,Email,Phone,No Response
T231626,L50233,2025-07-04,Website Visit,Email,No Response
T231627,L50233,2025-10-01,Email,LinkedIn,Negative
T231628,L50233,2025-07-31,Demo,Email,Neutral
T231629,L50233,2025-09-23,Demo,Email,Neutral
T231630,L50233,2025-08-22,Website Visit,LinkedIn,Negative
T231631,L50234,2025-10-03,Website Visit,Phone,Positive
T231632,L50234,2025-10-15,Call,Phone,Positive
T231633,L50234,2025-08-09,Demo,LinkedIn,Negative
T231634,L50234,2025-09-02,Website Visit,In-person,No Response
T231635,L50234,2025-08-05,Demo,Phone,Positive
T231636,L50234,2025-10-17,Meeting,LinkedIn,Negative
T231637,L50235,2025-08-09,Meeting,Phone,Neutral
T231638,L50235,2025-08-13,Email,Phone,Negative
T231639,L50235,2025-09-27,Demo,Phone,Positive
T231640,L50235,2025-08-15,Meeting,In-person,Neutral
T231641,L50235,2025-08-27,Demo,Phone,Neutral
T231642,L50235,2025-08-22,Demo,LinkedIn,Negative
T231643,L50235,2025-07-20,Email,LinkedIn,No Response
T231644,L50236,2025-09-26,Call,Email,Positive
T231645,L50236,2025-10-08,Meeting,In-person,Positive
T231646,L50236,2025-07-12,Website Visit,Email,Neutral
T231647,L50236,2025-09-01,Email,In-person,No Response
T231648,L50237,2025-10-25,Demo,Email,Positive
T231649,L50237,2025-09-04,Meeting,Phone,Positive
T231650,L50237,2025-07-28,Call,Phone,No Response
T231651,L50237,2025-09-20,Email,Phone,Negative
T231652,L50237,2025-10-13,Email,In-person,Neutral
T231653,L50237,2025-08-25,Demo,Phone,Negative
T231654,L50237,2025-07-07,Call,Email,Positive
T231655,L50237,2025-09-03,Meeting,In-person,Positive
T231656,L50237,2025-07-15,Call,In-person,Neutral
T231657,L50238,2025-07-21,Email,Phone,Positive
T231658,L50238,2025-07-19,Demo,In-person,Negative
T231659,L50238,2025-09-19,Website Visit,Phone,No Response
T231660,L50238,2025-07-19,Meeting,Email,Positive
T231661,L50238,2025-07-23,Website Visit,In-person,Neutral
T231662,L50238,2025-09-26,Website Visit,LinkedIn,Negative
T231663,L50239,2025-10-07,Call,LinkedIn,Neutral
T231664,L50239,2025-10-19,Website Visit,Email,Positive
T231665,L50239,2025-09-27,Call,LinkedIn,Negative
T231666,L50239,2025-07-05,Call,In-person,No Response
T231667,L50239,2025-08-01,Meeting,Email,Negative
T231668,L50239,2025-08-26,Email,In-person,Positive
T231669,L50240,2025-10-25,Call,In-person,Neutral
T231670,L50240,2025-08-27,Call,Phone,Negative
T231671,L50240,2025-07-29,Website Visit,Phone,Negative
T231672,L50240,2025-08-31,Call,In-person,Positive
T231673,L50240,2025-10-22,Email,In-person,Positive
T231674,L50240,2025-10-15,Website Visit,Email,Negative
T231675,L50241,2025-10-17,Email,LinkedIn,Positive
T231676,L50241,2025-10-13,Meeting,LinkedIn,Neutral
T231677,L50241,2025-07-09,Meeting,In-person,No Response
T231678,L50241,2025-07-06,Website Visit,In-person,No Response
T231679,L50241,2025-09-18,Email,Phone,Negative
T231680,L50242,2025-10-25,Meeting,Phone,Positive
T231681,L50242,2025-10-01,Demo,In-person,Positive
T231682,L50242,2025-08-25,Email,LinkedIn,Positive
T231683,L50242,2025-07-06,Call,Phone,Neutral
T231684,L50242,2025-08-02,Email,Email,Neutral
T231685,L50242,2025-07-23,Website Visit,In-person,Negative
T231686,L50242,2025-10-23,Meeting,Email,Positive
T231687,L50243,2025-10-19,Demo,Email,Negative
T231688,L50243,2025-09-30,Meeting,In-person,Positive
T231689,L50243,2025-07-10,Call,LinkedIn,Negative
T231690,L50244,2025-07-31,Meeting,Email,Negative
T231691,L50244,2025-08-16,Meeting,In-person,Negative
T231692,L50245,2025-09-17,Email,In-person,Negative
T231693,L50245,2025-10-25,Demo,Phone,Positive
T231694,L50245,2025-10-19,Meeting,Email,No Response
T231695,L50245,2025-07-09,Email,Phone,Negative
T231696,L50245,2025-06-30,Email,LinkedIn,No Response
T231697,L50245,2025-10-27,Meeting,Email,No Response
T231698,L50245,2025-07-22,Website Visit,Email,Positive
T231699,L50245,2025-09-07,Meeting,Phone,Neutral
T231700,L50246,2025-07-19,Meeting,Email,Neutral
T231701,L50246,2025-09-11,Call,Email,Neutral
T231702,L50246,2025-09-17,Website Visit,Email,Neutral
T231703,L50246,2025-10-08,Call,In-person,Neutral
T231704,L50246,2025-08-05,Demo,Phone,Positive
T231705,L50246,2025-07-24,Demo,Email,Positive
T231706,L50247,2025-09-20,Meeting,In-person,Negative
T231707,L50247,2025-09-04,Website Visit,In-person,Positive
T231708,L50247,2025-07-02,Demo,LinkedIn,Negative
T231709,L50248,2025-09-07,Call,Phone,No Response
T231710,L50248,2025-08-16,Meeting,Email,Neutral
T231711,L50248,2025-09-11,Demo,In-person,Negative
T231712,L50248,2025-08-01,Meeting,Email,Positive
T231713,L50248,2025-07-08,Email,In-person,Neutral
T231714,L50248,2025-08-24,Call,Email,Positive
T231715,L50249,2025-07-15,Website Visit,Phone,Neutral
T231716,L50249,2025-07-25,Email,In-person,Negative
T231717,L50250,2025-07-14,Call,In-person,No Response
T231718,L50250,2025-07-12,Meeting,In-person,No Response
T231719,L50250,2025-10-15,Email,LinkedIn,Positive
T231720,L50250,2025-09-03,Meeting,In-person,Neutral
T231721,L50250,2025-07-26,Call,Phone,Neutral
T231722,L50250,2025-07-05,Call,LinkedIn,Positive
T231723,L50251,2025-10-15,Call,LinkedIn,Neutral
T231724,L50251,2025-10-06,Demo,LinkedIn,Positive
T231725,L50251,2025-08-17,Email,LinkedIn,Negative
T231726,L50252,2025-08-19,Meeting,Email,Negative
T231727,L50253,2025-07-07,Website Visit,In-person,Positive
T231728,L50253,2025-09-29,Website Visit,Email,Neutral
T231729,L50253,2025-08-09,Call,LinkedIn,Neutral
T231730,L50253,2025-10-11,Demo,Email,Neutral
T231731,L99999,2025-08-20,Email,Phone,Neutral
T231732,L50253,2025-08-10,Website Visit,LinkedIn,Positive
T231733,L50253,2025-09-29,Call,Phone,Negative
T231734,L50253,2025-07-20,Demo,Phone,Neutral
T231735,L50254,2025-08-12,Website Visit,Email,Neutral
T231736,L50254,2025-07-24,Meeting,In-person,No Response
T231737,L50254,2025-10-22,Email,Phone,No Response
T231738,L50254,2025-08-03,Email,Email,Neutral
T231739,L50254,2025-08-30,Call,Phone,Positive
T231740,L50254,2025-10-24,Website Visit,LinkedIn,Neutral
T231741,L50254,2025-07-09,Website Visit,Phone,Neutral
T231742,L50254,2025-07-29,Email,In-person,Neutral
T231743,L50255,2025-08-04,Email,In-person,Positive
T231744,L50255,2025-08-23,Call,In-person,No Response
T231745,L50255,2025-07-13,Email,In-person,Neutral
T231746,L50255,2025-09-28,Demo,In-person,Positive
T231747,L50255,2025-08-27,Demo,LinkedIn,Positive
T231748,L50255,2025-10-09,Website Visit,Email,Positive
T231749,L50256,2025-10-05,Meeting,In-person,No Response
T231750,L50256,2025-09-29,Demo,Phone,Neutral
T231751,L50256,2025-09-05,Meeting,LinkedIn,Neutral
T231752,L50256,2025-09-05,Email,Phone,Positive
T231753,L50257,2025-09-14,Website Visit,Phone,No Response
T231754,L50257,2025-07-03,Email,In-person,No Response
T231755,L50257,2025-07-29,Demo,Email,Positive
T231756,L50258,2025-08-14,Demo,Email,Negative
T231757,L50258,2025-10-05,Meeting,In-person,No Response
T231758,L50258,2025-09-27,Call,In-person,No Response
T231759,L50258,2025-10-23,Call,Email,Negative
T231760,L50259,2025-07-30,Meeting,In-person,Neutral
T231761,L50259,2025-08-10,Demo,In-person,Positive
T231762,L50259,2025-09-24,Email,In-person,No Response
T231763,L50259,2025-07-24,Email,Email,Positive
T231764,L50259,2025-09-29,Call,In-person,No Response
T231765,L50259,2025-08-16,Call,Phone,Neutral
T231766,L50259,2025-08-02,Demo,Email,Negative
T231767,L50260,2025-07-27,Demo,LinkedIn,Positive
T231768,L50260,2025-08-21,Meeting,In-person,No Response
T231769,L50260,2025-07-16,Call,LinkedIn,No Response
T231770,L50260,2025-09-07,Website Visit,LinkedIn,No Response
T231771,L50261,2025-07-09,Meeting,LinkedIn,Negative
T231772,L50261,2025-08-13,Website Visit,Email,Negative
T231773,L50261,2025-07-22,Demo,Phone,No Response
T231774,L50261,2025-10-06,Email,LinkedIn,Positive
T231775,L50262,2025-07-11,Website Visit,Email,Positive
T231776,L50262,2025-10-18,Demo,Phone,Positive
T231777,L50262,2025-09-17,Demo,In-person,Positive
T231778,L50263,2025-08-21,Call,Phone,Neutral
T231779,L50263,2025-07-14,Email,Email,Positive
T231780,L50263,2025-09-24,Website Visit,Email,Positive
T231781,L50263,2025-08-07,Call,In-person,Positive
T231782,L50263,2025-07-03,Call,Phone,Neutral
T231783,L50264,2025-09-06,Website Visit,LinkedIn,Neutral
T231784,L50264,2025-10-06,Demo,Phone,Positive
T231785,L50264,2025-10-15,Email,Email,Positive
T231786,L50264,2025-09-09,Email,Email,Negative
T231787,L50264,2025-10-27,Website Visit,Phone,No Response
T231788,L50264,2025-10-28,Website Visit,Email,No Response
T231789,L50264,2025-07-28,Email,LinkedIn,Neutral
T231790,L50264,2025-08-24,Meeting,LinkedIn,No Response
T231791,L50265,2025-10-15,Call,Phone,Positive
T231792,L50265,2025-07-01,Call,In-person,Neutral
T231793,L50265,2025-07-17,Email,Phone,No Response
T231794,L50265,2025-09-06,Website Visit,In-person,No Response
T231795,L50265,2025-09-01,Email,Phone,Positive
T231796,L50265,2025-08-20,Website Visit,Email,Negative
T231797,L50265,2025-07-19,Demo,LinkedIn,Positive
T231798,L50266,2025-10-02,Website Visit,LinkedIn,Negative
T231799,L50266,2025-07-18,Demo,Email,No Response
T231800,L50267,2025-10-25,Website Visit,Phone,Neutral
T231801,L50267,2025-07-31,Meeting,In-person,Neutral
T231802,L50267,2025-07-06,Demo,Phone,Positive
T231803,L50268,2025-09-21,Meeting,In-person,Neutral
T231804,L50268,2025-08-10,Website Visit,LinkedIn,No Response
T231805,L50269,2025-06-30,Website Visit,LinkedIn,Neutral
T231806,L50269,2025-08-23,Website Visit,In-person,Negative
T231807,L50269,2025-10-27,Meeting,LinkedIn,No Response
T231808,L50269,2025-08-15,Meeting,In-person,Positive
T231809,L50269,2025-07-17,Email,LinkedIn,Neutral
T231810,L50270,2025-08-11,Website Visit,Email,Positive
T231811,L50270,2025-08-30,Website Visit,Email,No Response
T231812,L50270,2025-08-12,Demo,Phone,No Response
T231813,L50271,2025-09-08,Email,In-person,Negative
T231814,L50271,2025-08-26,Website Visit,In-person,Positive
T231815,L50271,2025-08-29,Call,Phone,No Response
T231816,L50271,2025-10-05,Demo,LinkedIn,Neutral
T231817,L50271,2025-10-12,Call,Email,Positive
T231818,L50272,2025-09-30,Demo,LinkedIn,No Response
T231819,L50272,2025-10-06,Website Visit,In-person,No Response
T231820,L50272,2025-07-04,Demo,Phone,Negative
T231821,L50272,2025-06-30,Meeting,Phone,Neutral
T231822,L50272,2025-08-03,Email,Email,Neutral
T231823,L50272,2025-09-10,Call,In-person,Neutral
T231824,L50272,2025-07-07,Call,LinkedIn,Positive
T231825,L50273,2025-10-27,Call,LinkedIn,Positive
T231826,L50273,2025-08-14,Website Visit,Phone,No Response
T231827,L50273,2025-07-19,Email,Email,Negative
T231828,L50273,2025-07-02,Call,LinkedIn,No Response
T231829,L50273,2025-08-20,Email,In-person,Neutral
T231830,L50273,2025-09-26,Demo,LinkedIn,Positive
T231831,L50273,2025-09-22,Website Visit,In-person,Neutral
T231832,L50274,2025-10-17,Meeting,Phone,Positive
T231833,L50274,2025-07-12,Email,Phone,Neutral
T231834,L50274,2025-07-26,Call,Email,No Response
T231835,L50274,2025-09-11,Call,In-person,Neutral
T231836,L50274,2025-07-01,Email,LinkedIn,Neutral
T231837,L50275,2025-07-12,Demo,LinkedIn,No Response
T231838,L50275,2025-08-10,Meeting,Phone,No Response
T231839,L50275,2025-07-23,Demo,In-person,Neutral
T231840,L50276,2025-10-11,Meeting,LinkedIn,Negative
T231841,L50276,2025-10-02,Meeting,Phone,No Response
T231842,L50276,2025-08-24,Website Visit,Email,Positive
T231843,L50276,2025-10-02,Website Visit,In-person,Neutral
T231844,L50276,2025-07-31,Demo,Email,Positive
T231845,L50276,2025-08-13,Website Visit,In-person,No Response
T231846,L50276,2025-08-07,Call,LinkedIn,No Response
T231847,L50276,2025-10-27,Call,Email,Neutral
T231848,L50277,2025-10-18,Meeting,LinkedIn,Neutral
T231849,L50277,2025-10-14,Website Visit,Phone,Negative
T231850,L50277,2025-09-24,Email,LinkedIn,Positive
T231851,L50277,2025-08-26,Call,LinkedIn,Neutral
T231852,L99999,2025-07-26,Meeting,Phone,Negative
T231853,L50278,2025-09-30,Website Visit,LinkedIn,Negative
T231854,L50278,2025-07-10,Meeting,LinkedIn,Negative
T231855,L50278,2025-10-27,Meeting,Phone,Positive
T231856,L50278,2025-09-02,Call,Phone,Positive
T231857,L50278,2025-08-02,Website Visit,LinkedIn,Neutral
T231858,L50278,2025-08-02,Meeting,Email,Positive
T231859,L50278,2025-08-01,Call,Phone,Positive
T231860,L50279,2025-08-01,Demo,Phone,Positive
T231861,L50279,2025-09-14,Email,In-person,Neutral
T231862,L50279,2025-08-14,Website Visit,LinkedIn,Negative
T231863,L50279,2025-10-25,Demo,Phone,Negative
T231864,L50279,2025-10-22,Website Visit,Phone,Negative
T231865,L50279,2025-08-26,Demo,LinkedIn,Negative
T231866,L50280,2025-07-21,Meeting,Phone,No Response
T231867,L50280,2025-09-25,Email,Phone,Negative
T231868,L50280,2025-10-19,Email,Email,Negative
T231869,L50280,2025-08-27,Call,In-person,Positive
T231870,L50280,2025-07-16,Call,LinkedIn,Neutral
T231871,L50281,2025-08-05,Email,Phone,No Response
T231872,L50281,2025-07-13,Email,LinkedIn,Neutral
T231873,L50281,2025-10-06,Meeting,LinkedIn,No Response
T231874,L50281,2025-09-10,Meeting,Phone,Positive
T231875,L50281,2025-07-04,Meeting,In-person,No Response
T231876,L50281,2025-07-02,Demo,LinkedIn,Neutral
T231877,L50282,2025-09-22,Meeting,LinkedIn,Neutral
T231878,L50282,2025-09-17,Demo,Phone,Negative
T231879,L50282,2025-07-09,Demo,LinkedIn,Negative
T231880,L50283,2025-07-03,Demo,Phone,Positive
T231881,L50283,2025-07-18,Call,In-person,No Response
T231882,L50283,2025-08-12,Demo,LinkedIn,No Response
T231883,L50283,2025-10-15,Demo,In-person,Positive
T231884,L50283,2025-07-04,Email,Email,No Response
T231885,L50284,2025-10-19,Meeting,LinkedIn,Negative
T231886,L50284,2025-10-09,Email,Phone,Positive
T231887,L50284,2025-09-05,Email,Phone,Positive
T231888,L50284,2025-08-17,Email,LinkedIn,Positive
T231889,L50284,2025-08-04,Email,Phone,Negative
T231890,L50285,2025-09-27,Email,LinkedIn,Neutral
T231891,L50285,2025-08-29,Meeting,Email,Neutral
T231892,L50285,2025-09-19,Website Visit,LinkedIn,Negative
T231893,L50285,2025-07-13,Demo,Phone,No Response
T231894,L50286,2025-10-09,Demo,In-person,Negative
T231895,L50286,2025-09-07,Website Visit,LinkedIn,Neutral
T231896,L50286,2025-09-20,Meeting,In-person,Positive
T231897,L50287,2025-10-09,Email,LinkedIn,Positive
T231898,L50287,2025-09-20,Email,Email,Neutral
T231899,L50287,2025-10-22,Demo,Phone,Neutral
T231900,L50287,2025-07-15,Email,Phone,Negative
T231901,L50288,2025-08-04,Call,LinkedIn,Neutral
T231902,L50288,2025-07-06,Website Visit,Phone,Positive
T231903,L50288,2025-08-01,Call,In-person,Positive
T231904,L50288,2025-08-27,Demo,In-person,Positive
T231905,L50288,2025-08-22,Email,Phone,Neutral
T231906,L50288,2025-10-27,Meeting,Phone,Negative
T231907,L50288,2025-10-07,Call,LinkedIn,Positive
T231908,L50289,2025-07-07,Website Visit,In-person,Positive
T231909,L50289,2025-07-28,Email,In-person,Neutral
T231910,L50289,2025-10-29,Demo,In-person,Neutral
T231911,L50289,2025-10-03,Website Visit,LinkedIn,Negative
T231912,L50289,2025-10-03,Meeting,LinkedIn,Positive
T231913,L50289,2025-10-23,Call,In-person,Neutral
T231914,L50289,2025-09-05,Demo,Phone,Negative
T231915,L50290,2025-07-06,Demo,Phone,Negative
T231916,L50290,2025-07-10,Email,Phone,Negative
T231917,L50290,2025-07-12,Email,LinkedIn,No Response
T231918,L50290,2025-08-05,Meeting,Email,No Response
T231919,L50290,2025-07-08,Website Visit,Email,Neutral
T231920,L50290,2025-09-19,Website Visit,Phone,Neutral
T231921,L50291,2025-07-18,Website Visit,In-person,Negative
T231922,L50291,2025-08-24,Website Visit,Email,Neutral
T231923,L50291,2025-09-15,Website Visit,Email,Neutral
T231924,L50291,2025-09-27,Meeting,Email,No Response
T231925,L50292,2025-07-28,Demo,Phone,Negative
T231926,L50292,2025-08-18,Call,Email,Neutral
T231927,L50292,2025-09-16,Call,Phone,Positive
T231928,L50292,2025-09-12,Demo,In-person,No Response
